Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome composition,Host Source
3985,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Deltapolyomavirus,NA,Deltapolyomavirus sextihominis,E,human polyomavirus 6,HPyV6,607a,HM011560,Complete genome,dsDNA,vertebrates
3986,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Deltapolyomavirus,NA,Deltapolyomavirus undecihominis,E,STL polyomavirus,STLPyV,MA138,JX463183,Complete genome,dsDNA,vertebrates
3987,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Epsilonpolyomavirus,NA,Epsilonpolyomavirus bovis,E,bovine polyomavirus,BPyV,CK,D13942,Complete genome,dsDNA,vertebrates
3988,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Epsilonpolyomavirus,NA,Epsilonpolyomavirus caprae,E,Capra aegragus polyomavirus 1,CaegPyV1,7515 C-008-11-3B,MG654479,Complete genome,dsDNA,vertebrates
3989,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Epsilonpolyomavirus,NA,Epsilonpolyomavirus poporcus,E,Potamochoerus porcus polyomavirus 1,PporPyV1,9780 PI225,MG654481,Complete genome,dsDNA,vertebrates
3990,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Etapolyomavirus,NA,Etapolyomavirus rhyndjiddensis,E,giant guitarfish polyomavirus,GfPyV1,UGA1,KP264963,Complete genome,dsDNA,vertebrates
3991,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus anseris,E,goose hemorrhagic polyomavirus,GHPV,Germany 2001,AY140894,Complete genome,dsDNA,vertebrates
3992,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus avis,E,budgerigar fledgling disease virus,BFDV,NA,AF241168,Complete genome,dsDNA,vertebrates
3993,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus corvi,E,crow polyomavirus,CpyV,NA,DQ192570,Complete genome,dsDNA,vertebrates
3994,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus cratorquatus,E,butcherbird polyomavirus,Butcherbird PyV,AWH19840,KF360862,Complete genome,dsDNA,vertebrates
3995,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus egouldiae,E,Erythrura gouldiae polyomavirus 1,EgouPyV1,1209,KT302407,Complete genome,dsDNA,vertebrates
3996,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus lonmaja,E,Hungarian finch polyomavirus,HunFPyV,14534/2011,KX756154,Complete genome,dsDNA,vertebrates
3997,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus padeliae,E,Adélie penguin polyomavirus,ADPyV,Crozier_2012,KP033140,Complete genome,dsDNA,vertebrates
3998,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus pypyrrhula,E,finch polyomavirus,FpyV,NA,DQ192571,Complete genome,dsDNA,vertebrates
3999,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Gammapolyomavirus,NA,Gammapolyomavirus secanaria,E,canary polyomavirus,CaPyV,Ha09,GU345044,Complete genome,dsDNA,vertebrates
4000,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Thetapolyomavirus,NA,Thetapolyomavirus censtriata,E,black sea bass-associated polyomavirus 1,BassPyV1,2835,KP071318,Complete genome,dsDNA,vertebrates
4001,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Thetapolyomavirus,NA,Thetapolyomavirus spari,E,Sparus aurata polyomavirus 1,SaurPyV1,SA9poly,KX643371,Complete genome,dsDNA,vertebrates
4002,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Thetapolyomavirus,NA,Thetapolyomavirus trebernacchii,E,emerald notothen polyomavirus 1,TberPyV1,BIS330,MG800627,Complete genome,dsDNA,vertebrates
4003,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Thetapolyomavirus,NA,Thetapolyomavirus trepennellii,E,sharp-spined notothenia polyomavirus,SspPyV,PES6,KP768176,Complete genome,dsDNA,vertebrates
4004,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Sepolyvirales,NA,Polyomaviridae,NA,Zetapolyomavirus,NA,Zetapolyomavirus delphini,E,dolphin polyomavirus 1,DPyV,1/Trachea/2010,KC594077,Complete genome,dsDNA,vertebrates
4005,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 1,E,human papillomavirus 32,HPV32,NA,X74475,Complete genome,ssDNA,vertebrates
4006,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 1,A,human papillomavirus 42,HPV42,NA,M73236,Complete genome,ssDNA,vertebrates
4007,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,E,human papillomavirus 10,HPV10,NA,X74465,Complete genome,ssDNA,vertebrates
4008,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 160,HPV160,TM,AB745694,Complete genome,ssDNA,vertebrates
4009,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 94,HPV94,NA,AJ620211,Complete genome,ssDNA,vertebrates
4010,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 125,HPV125,SIBX9,FN547152,Complete genome,ssDNA,vertebrates
4011,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 117,HPV117,a_wart10,GQ246950,Complete genome,ssDNA,vertebrates
4012,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 78,HPV78,XS2,KC138720,Complete genome,ssDNA,vertebrates
4013,7,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 28,HPV28,NA,U31783,Complete genome,ssDNA,vertebrates
4014,8,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 29,HPV29,NA,U31784,Complete genome,ssDNA,vertebrates
4015,9,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 3,HPV3,NA,X74462,Complete genome,ssDNA,vertebrates
4016,10,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 2,A,human papillomavirus 77,HPV77,NA,Y15175,Complete genome,ssDNA,vertebrates
4017,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,E,human papillomavirus 61,HPV61,NA,U31793,Complete genome,ssDNA,vertebrates
4018,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 83,HPV83,NA,AF151983,Complete genome,ssDNA,vertebrates
4019,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 84,HPV84,CY10-452,AF293960,Complete genome,ssDNA,vertebrates
4020,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 86,HPV86,NA,AF349909,Complete genome,ssDNA,vertebrates
4021,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 89,HPV89,NA,AF436128,Complete genome,ssDNA,vertebrates
4022,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 87,HPV87,NA,AJ400628,Complete genome,ssDNA,vertebrates
4023,7,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 81,HPV81,NA,AJ620209,Complete genome,ssDNA,vertebrates
4024,8,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 62,HPV62,Qv18091,AY395706,Complete genome,ssDNA,vertebrates
4025,9,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 102,HPV102,Qv34077,DQ080083,Complete genome,ssDNA,vertebrates
4026,10,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 114,HPV114,NA,GQ244463,Complete genome,ssDNA,vertebrates
4027,11,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 3,A,human papillomavirus 72,HPV72,NA,X94164,Complete genome,ssDNA,vertebrates
4028,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 4,E,human papillomavirus 2,HPV2,NA,X55964,Complete genome,ssDNA,vertebrates
4029,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 4,A,human papillomavirus 57,HPV57,NA,X55965,Complete genome,ssDNA,vertebrates
4030,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 4,A,human papillomavirus 27,HPV27,NA,X74473,Complete genome,ssDNA,vertebrates
4031,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 5,E,human papillomavirus 26,HPV26,NA,X74472,Complete genome,ssDNA,vertebrates
4032,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 5,A,human papillomavirus 69,HPV69,NA,AB027020,Complete genome,ssDNA,vertebrates
4033,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 5,A,human papillomavirus 82,HPV82,NA,AB027021,Complete genome,ssDNA,vertebrates
4034,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 5,A,human papillomavirus 51,HPV51,NA,M62877,Complete genome,ssDNA,vertebrates
4035,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 6,E,human papillomavirus 30,HPV30,NA,X74474,Complete genome,ssDNA,vertebrates
4036,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 6,A,human papillomavirus 66,HPV66,NA,U31794,Complete genome,ssDNA,vertebrates
4037,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 6,A,human papillomavirus 53,HPV53,NA,X74482,Complete genome,ssDNA,vertebrates
4038,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 6,A,human papillomavirus 56,HPV56,NA,X74483,Complete genome,ssDNA,vertebrates
4039,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,E,human papillomavirus 18,HPV18,NA,X05015,Complete genome,ssDNA,vertebrates
4040,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 85,HPV85,NA,AF131950,Complete genome,ssDNA,vertebrates
4041,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 68,HPV68,Plasmid 952,DQ080079,Complete genome,ssDNA,vertebrates
4042,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 97,HPV97,Qv28597,DQ080080,Complete genome,ssDNA,vertebrates
4043,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 39,HPV39,NA,M62849,Complete genome,ssDNA,vertebrates
4044,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 70,HPV70,NA,U21941,Complete genome,ssDNA,vertebrates
4045,7,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 45,HPV45,NA,X74479,Complete genome,ssDNA,vertebrates
4046,8,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 7,A,human papillomavirus 59,HPV59,NA,X77858,Complete genome,ssDNA,vertebrates
4047,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 8,E,human papillomavirus 7,HPV7,NA,X74463,Complete genome,ssDNA,vertebrates
4048,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 8,A,human papillomavirus 91,HPV91,NA,AF419318,Complete genome,ssDNA,vertebrates
4049,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 8,A,human papillomavirus 43,HPV43,NA,AJ620205,Complete genome,ssDNA,vertebrates
4050,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 8,A,human papillomavirus 40,HPV40,NA,X74478,Complete genome,ssDNA,vertebrates
4051,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,E,human papillomavirus 16,HPV16,NA,K02718,Complete genome,ssDNA,vertebrates
4052,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 67,HPV67,NA,D21208,Complete genome,ssDNA,vertebrates
4053,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 58,HPV58,GN479,D90400,Complete genome,ssDNA,vertebrates
4054,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 31,HPV31,NA,J04353,Complete genome,ssDNA,vertebrates
4055,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 33,HPV33,NA,M12732,Complete genome,ssDNA,vertebrates
4056,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 35,HPV35,NA,X74477,Complete genome,ssDNA,vertebrates
4057,7,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 9,A,human papillomavirus 52,HPV52,NA,X74481,Complete genome,ssDNA,vertebrates
4058,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,E,human papillomavirus 6,HPV6,NA,X00203,Complete genome,ssDNA,vertebrates
4059,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,A,human papillomavirus 74,HPV74,AE10,AF436130,Complete genome,ssDNA,vertebrates
4060,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,A,human papillomavirus 11,HPV11,NA,M14119,Complete genome,ssDNA,vertebrates
4061,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,A,human papillomavirus 44,HPV44,NA,U31788,Complete genome,ssDNA,vertebrates
4062,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,A,human papillomavirus 13,HPV13,NA,X62843,Complete genome,ssDNA,vertebrates
4063,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 10,A,Pan paniscus papillomavirus 1,PpPV1,NA,X62844,Complete genome,ssDNA,vertebrates
4064,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 11,E,human papillomavirus 34,HPV34,NA,X74476,Complete genome,ssDNA,vertebrates
4065,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 11,A,human papillomavirus 73,HPV73,NA,X94165,Complete genome,ssDNA,vertebrates
4066,1,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,E,Macaca mulata papillomavirus 1,MmPV1,NA,M60184,Complete genome,ssDNA,vertebrates
4067,2,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 7,MfPV7,Mac18,EF558838,Complete genome,ssDNA,vertebrates
4068,3,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 3,MfPV3,Mac26,EF558839,Complete genome,ssDNA,vertebrates
4069,4,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 6,MfPV6,Mac39,EF558840,Complete genome,ssDNA,vertebrates
4070,5,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 4,MfPV4,Mac54,EF558841,Complete genome,ssDNA,vertebrates
4071,6,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 8,MfPV8,Mac70,EF558842,Complete genome,ssDNA,vertebrates
4072,7,Monodnaviria,NA,Shotokuvirae,NA,Cossaviricota,NA,Papovaviricetes,NA,Zurhausenvirales,NA,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,NA,Alphapapillomavirus 12,A,Macaca fascicularis papillomavirus 5,MfPV5,Mac76,EF558843,Complete genome,ssDNA,vertebrates
